,Image,Review Text
2043,['https://images-na.ssl-images-amazon.com/images/I/81CFp40F7XL._SY88.jpg'],"First of all the weight of the keys is absolutely perfect. Second I was hoping that the settings when you play softly or stabbed the keys where almost as accurate as a real grand piano. This is amazing. If you play softly, hitting the keys like a feather, it delivers the signal to the daw flawlessly. I was on a budget when I bought this, I was contemplating waiting for a more expensive one but needed it asap for a project. I'm very happy with this!

Now I use this in Logic Pro X with OS X El Capitan. I recommend using a midi cable to an input device via thunderbolt cable to your Mac. I've had issues with my daw crashing because it randomly connects and disconnects from usb peripherals. I'm sure Mac is gonna fix this but it's really annoying. I use a 28 channel thunderbolt connected mixer which works perfectly.

Don't buy a cheap midi cable. I bought one for like $7 and bent the pins on the first time I connected it!? Hosa or monster midi cables are great for this keyboard!

You will love this midi keyboard."
2900,['https://images-na.ssl-images-amazon.com/images/I/41ZsRfIOv+L._SY88.jpg'],"Stunned at how clear and full the audio was.  Very easy to use with my iPhone and a free audio recording app (Voice Record).  Then just push the result up to Dropbox.
I used it while giving a talk to a large family group using a PPT show. Later combined the youMic recording with the PowerPoint and only had to edit a few words here and there for content.  No EQ or Compression even necessary!
Wish I had tried this a long time ago."
3637,"['https://images-na.ssl-images-amazon.com/images/I/71nsBodxLXL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71WSo7HvxkL._SY88.jpg']","Way better than I was expecting.

I was recently upgrading all the parts on my first strat, and a buddy told me the trem system upgrade would be the biggest. I'm glad I listened to him and got this, because it was night and day.

I'm not sure if it's just me, because I'm using my old springs, but my guitar stays in tune better now when using the trem bar.

I uploaded a photo to show how small and light my old trem block was compared to this one.

Side note...everything fit perfectly using my old screws. No pickguard shaving necessary."
1934,['https://images-na.ssl-images-amazon.com/images/I/81u0KieQtxL._SY88.jpg'],"I have purchased 7 Donner guitar pedals recently  and I like the price of these pedals as well as the sounds quality of them. On several pedals the true bypass switch is loose and on another  pedal the same switch is slightly stiff. Due to the small size of these pedal, I was able to put 11 pedals total on a 12in12in plant caddy after removing the wheels."
1741,"['https://images-na.ssl-images-amazon.com/images/I/71yDwJonw0L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71V381jdREL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71FieJAHPRL._SY88.jpg']",Love it. Thick plastic. Good quality ez install.
3095,['https://images-na.ssl-images-amazon.com/images/I/81SfBrpBcDL._SY88.jpg'],works nicely attached to my shelf poll below my piano for guitar mic
3154,['https://images-na.ssl-images-amazon.com/images/I/61DT3HqlYZL._SY88.jpg'],I just love these sticks
228,['https://images-na.ssl-images-amazon.com/images/I/71NSr2VraOL._SY88.jpg'],I love the trashiness of this China! Hard to believe it's only a 12inch but it's sounds pretty powerful. I like it! Get one.
578,['https://images-na.ssl-images-amazon.com/images/I/71byMFii2FL._SY88.jpg'],"These are very sturdy and useful. I have one for gigs, one for busking, and a backup. I prefer hanging my violin on a stand than laying it in my case. It feels more secure and I have quick access."
3706,"['https://images-na.ssl-images-amazon.com/images/I/71jbI4LkvhL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61u1Q7OkyWL._SY88.jpg']",Great sound and clarity fair warning use head phones when recording because feed back is a butt
1541,['https://images-na.ssl-images-amazon.com/images/I/71ssCRcurhL._SY88.jpg'],"Great product to replace trems on low end guitars. Fit perfectly in my Jackson RR3 early 2000's model. It functions well. Metal and finish are very soft, would be easy to strip threads or break pieces if you're not careful."
221,['https://images-na.ssl-images-amazon.com/images/I/81lUhoxvPDL._SY88.jpg'],Love the sound. Usually get controlled sound emperor. Nice change up.
2540,['https://images-na.ssl-images-amazon.com/images/I/71-VqphpRJL._SY88.jpg'],Before I put this on my guitar I took off the stock pickguard and lined it up against this one to check the alignment -- it was a perfect match.  I couldn't be happier with how it looks on my Mexican Telecaster. Great deal for $10.
418,['https://images-na.ssl-images-amazon.com/images/I/811YfKNzG-L._SY88.jpg'],"At first, this would not work with the AT2020 USB+  microphone.  The pole is too thick to screw into the mount that comes with the mic.

Then I discovered that there is a silver removable nut inside the stand that comes with the mic. Once that was unscrewed and removed, this stand fit perfectly.

Stand itself, nice and sturdy. Makes the mic stand a bit taller than the stock tripod stand, which is just terrible."
1632,['https://images-na.ssl-images-amazon.com/images/I/81uAMo5HbnL._SY88.jpg'],"Great light! Don't let the size fool you. Check out my video on the Mini Kinta
By DJ Joey K
https://www.youtube.com/watch?v=zUYoaGuBNRI"
2733,"['https://images-na.ssl-images-amazon.com/images/I/71wpBZQZ-DL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71wpBZQZ-DL._SY88.jpg']","I ordered this for my daughter as a back up. we finally opened it to get it ready and started tightening , the end part broke!"
816,['https://images-na.ssl-images-amazon.com/images/I/51rcMaacqxL._SY88.jpg'],"Prior reviews describing concerns about the handle on this case are accurate.  I bought this case new from GC less than a year ago, have never had it out of my studio, and the handle molding over ball joint is crumbling and falling apart (see photo).  This is not due to abuse, climate or bad design ... it's junk plastic.  Too bad - the fit and finish of this case is perfect for my Gibson Les Paul R8 VOS. I love the design and light weight, but there's no way I'd risk carrying my guitar in it now.  The handle is going to fail at any moment.

UPDATE 19 Feb 2015: I contacted SKB through their website about the handle issue.  They promptly shipped me a replacement handle, with new mounts and instructions. Hopefully the materials problem has been resolved in this replacement part. I really appreciate the follow-through from SKB and added a star to this review for that."
1166,"['https://images-na.ssl-images-amazon.com/images/I/61nd0HuCtiL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61xxkiQg2hL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71BtGVA0EVL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71lnjw4bZOL._SY88.jpg']","I bought It to replace my Squier II's bridge, It has improved the resonance and sustain, the item was described as ""Mexi"" so I thought It was made in Mexico, but It's made in Taiwan... Anyway It's a genuine Fender part and now with a few dollars my guitar sounds better."
2486,['https://images-na.ssl-images-amazon.com/images/I/81p58EEtEpL._SY88.jpg'],"awesome! i had the old mini, but this orientation had more useful space! pictured here is my board."
377,['https://images-na.ssl-images-amazon.com/images/I/71fgt84QSXL._SY88.jpg'],great mic for a great price its a voice microphone
1021,['https://images-na.ssl-images-amazon.com/images/I/71mROODskPL._SY88.jpg'],"I put this on a Yamaha drum rack. The tubes are rather large and this thing opened just wide enough to clamp on. I was really surprised. When I first opened the packed I was thinking I'd have to send it back, but it works perfectly and the clamp is very secure. I submitted a picture of it installed. It doesn't look like it's on all the way, but this thing hasn't moved in almost a year!! I would highly recommend this product!!"
131,['https://images-na.ssl-images-amazon.com/images/I/61Ji4jFwzcL._SY88.jpg'],"<div id=""video-block-R1D8FVYKR0F6XB"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/D1CWHddjNTS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/61BL1Jphf-S.png"" class=""video-slate-img-url"">&nbsp;Small, lightweight and very solid.  More than I expected for the price.  The included foot-switch is very appreciated!"
283,"['https://images-na.ssl-images-amazon.com/images/I/413u5UJDVOL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4111PQC2STL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5145Rvuj71L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41tGNbn5tcL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417-bvhC8NL._SY88.jpg']","My oldest son plays and owns many guitars. He asked for a new guitar strap for Christmas. I ordered this one because we are Irish and I thought it looked really cool.

The guitar strap has held up very well and my Son says it's comfortable and easy to adjust.

Very happy, that he is happy with his new guitar strap.

I purchased this guitar strap at full price. All opinions and photo's are my own. I am providing this review for anyone considering the purchase of this item. Thank you!"
2148,"['https://images-na.ssl-images-amazon.com/images/I/71IykX3czCL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71fc3qqzFoL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71LtH4wRwqL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/712ezaQc+QL._SY88.jpg']","Exactly what I needed! The wall mounts were extremely inexpensive, are nothing super fancy because I just needed something to hold my stuff to the wall, not to look super expensive and fancy, and work perfectly well. I have three guitars, two of which are in my little ""man cave"" so that I can just grab and play when I feel like it, and one of which is hanging out of reach of my four-year-old because it has sentimental value that she'll eventually learn to stop trying to touch.

The fourth one I used to hang&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/the-sword-I-bought-my-wife-for-her-PhD-gift/dp/B00CBRTQ1O/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">the sword I bought my wife for her PhD gift</a>&nbsp;when she got her Engineering PhD from Virginia Tech. (Seriously though: If you know someone getting a PhD, a sword is an awesome gift and you should do that.)

The hanger hooks do what they say they should, look perfect, and I'll be buying more as we add more stringed instruments to the house. My daughter wants a ukulele, my wife's violin will need one when it's strung, and whatever else comes in that we want to learn. These will be our wall mounts of choice."
